 0.0000000000  1.4238732112  0.5000000000
 0.5000000000 -0.0854594921  0.7500000000
 1.0000000000  0.6287533597  1.0000000000
 1.5000000000  1.5118365350  1.2500000000
 2.0000000000  1.8191707066  1.5000000000
 2.5000000000  1.7284914772  1.7500000000
 3.0000000000  1.5744562282  2.0000000000
 3.5000000000  3.1651515495  2.2500000000
 4.0000000000  2.9864624736  2.5000000000
 4.5000000000  3.2034100133  2.7500000000
 5.0000000000  2.4933589438  3.0000000000
 5.5000000000  3.7002713817  3.2500000000
 6.0000000000  3.7492322602  3.5000000000
 6.5000000000  3.9647783242  3.7500000000
 7.0000000000  4.4474295059  4.0000000000
 7.5000000000  4.4006490787  4.2500000000
 8.0000000000  4.8433812323  4.5000000000
 8.5000000000  4.5767838158  4.7500000000
 9.0000000000  4.1007234967  5.0000000000
 9.5000000000  5.6308751783  5.2500000000
 10.0000000000  6.4886468528  5.5000000000
